brokered_by,price,bed,bath,house_size,status_sold,property_type_large,property_type_medium,property_type_small
33714,599000,3,1,1317,1,0,0,1
60025,495000,2,1,984,1,0,0,1
38539,1100000,3,3,1836,1,0,1,0
94173,499000,2,1,1040,1,0,0,1
16829,1150000,4,4,3148,1,1,0,0
42475,765000,3,2,1686,1,0,1,0
102928,849000,3,2,1339,1,0,0,1
10792,4800000,2,3,1859,1,0,1,0
0,920000,8,3,3074,1,1,0,0
53711,349900,2,2,789,1,0,0,1
24019,650000,4,3,1372,1,0,0,1
52661,425000,2,1,689,1,0,0,1
53016,369999,2,2,850,1,0,0,1
16829,379900,1,1,816,1,0,0,1
107982,539900,2,1,1040,1,0,0,1
65592,699000,3,2,1822,1,0,1,0
12792,384900,3,1,910,1,0,0,1
15937,469900,2,1,1566,1,0,1,0
15937,459000,3,2,1574,1,0,1,0
22629,369900,2,2,1035,1,0,0,1
66426,519900,3,2,1728,1,0,1,0
100337,599000,4,4,2123,1,0,1,0
32314,515000,2,2,1115,1,0,0,1
23538,275000,1,1,455,1,0,0,1
15937,500000,2,1,1328,1,0,0,1
102031,535000,4,2,972,1,0,0,1
102640,769900,4,4,2712,1,0,1,0
16829,689000,4,3,2030,1,0,1,0
102940,529974,3,3,2404,1,0,1,0
22701,464900,2,2,1734,1,0,1,0
4303,385000,3,2,1325,1,0,0,1
20997,599000,5,3,2156,1,0,1,0
15937,599900,4,3,2886,1,0,1,0
17658,649900,3,3,1722,1,0,1,0
20102,600000,4,2,1760,1,0,1,0
16829,479000,3,1,1406,1,0,0,1
55379,1475000,4,3,1824,1,0,1,0
22636,875000,2,2,1038,1,0,0,1
15937,435000,2,2,1174,1,0,0,1
102940,699900,1,3,3220,1,1,0,0
19667,919000,6,4,3165,1,1,0,0
24529,649000,4,3,1800,1,0,1,0
57283,435000,2,1,1095,1,0,0,1
57283,429900,2,1,1021,1,0,0,1
15937,925000,6,4,3149,1,1,0,0
56060,597000,4,2,2249,1,0,1,0
15497,869900,5,2,2052,1,0,1,0
16829,684800,3,2,1293,1,0,0,1
63744,700000,5,3,2672,1,0,1,0
69652,499900,3,2,1500,1,0,1,0
22697,634900,1,1,745,1,0,0,1
22797,560000,2,2,1172,1,0,0,1
53016,835000,4,2,2200,1,0,1,0
78483,449000,2,1,730,1,0,0,1
22621,1195000,5,4,2521,1,0,1,0
22797,880000,4,4,2835,1,0,1,0
36026,849900,3,3,1735,1,0,1,0
53118,899000,4,3,2060,1,0,1,0
15338,529000,2,2,1206,1,0,0,1
78279,619000,4,1,1080,1,0,0,1
12937,949000,6,3,2828,1,0,1,0
84533,749000,4,3,1915,1,0,1,0
33316,555000,2,2,1224,1,0,0,1
33714,599000,4,3,1506,1,0,1,0
29282,949000,6,4,2904,1,0,1,0
73114,639000,3,2,1376,1,0,0,1
19604,335000,2,1,740,1,0,0,1
2563,799999,5,4,2570,1,0,1,0
81925,399900,2,2,1056,1,0,0,1
38539,745000,3,2,1569,1,0,1,0
73559,799000,9,2,2339,1,0,1,0
53016,649000,2,3,1660,1,0,1,0
16829,349000,2,2,964,1,0,0,1
15004,359000,2,2,806,1,0,0,1
15876,389500,2,2,1016,1,0,0,1
19342,398000,1,1,847,1,0,0,1
81925,394900,2,2,1061,1,0,0,1
95032,589000,2,3,1500,1,0,1,0
58074,595000,2,1,1261,1,0,0,1
36460,850000,6,3,2329,1,0,1,0
53016,799900,5,2,2176,1,0,1,0
28772,1399000,2,3,1838,1,0,1,0
78556,270000,2,1,710,1,0,0,1
22760,749000,2,2,762,1,0,0,1
15937,539900,3,2,1608,1,0,1,0
33714,495000,1,1,520,1,0,0,1
107982,625000,2,2,1471,1,0,0,1
15937,299900,3,1,1548,1,0,1,0
10619,639000,4,2,1102,1,0,0,1
19604,264900,1,1,700,1,0,0,1
69556,559999,3,1,1152,1,0,0,1
100384,1450000,9,3,4149,1,1,0,0
22621,699000,2,2,1037,1,0,0,1
36893,699900,3,2,1666,1,0,1,0
20996,675000,1,1,729,1,0,0,1
16503,1429000,1,2,1504,1,0,1,0
22626,229000,2,2,840,1,0,0,1
22636,615000,1,1,631,1,0,0,1
16829,449900,4,2,1776,1,0,1,0
84533,349000,2,2,1110,1,0,0,1
24529,789900,5,3,3636,1,1,0,0
15937,419997,4,1,1600,1,0,1,0
98733,499000,1,1,579,1,0,0,1
59868,819000,5,3,1758,1,0,1,0
53016,420000,4,2,1681,1,0,1,0
22636,485000,1,1,581,1,0,0,1
61750,509000,2,2,1120,1,0,0,1
38539,788000,3,2,1629,1,0,1,0
107977,850000,3,3,2723,1,0,1,0
82609,479000,2,2,1314,1,0,0,1
89024,575000,3,2,1561,1,0,1,0
93011,749999,2,2,1010,1,0,0,1
38539,399900,1,1,434,1,0,0,1
15937,899900,3,3,3366,1,1,0,0
16232,294900,2,2,1200,1,0,0,1
102940,699700,5,3,2677,1,0,1,0
22619,499000,3,1,1224,1,0,0,1
33714,589900,4,2,1642,1,0,1,0
22611,699000,2,2,920,1,0,0,1
15937,550000,3,1,1250,1,0,0,1
31660,649000,2,2,1072,1,0,0,1
106887,369000,2,2,904,1,0,0,1
73482,674900,3,2,1593,1,0,1,0
53141,499900,2,1,783,1,0,0,1
10685,625000,3,3,2878,1,0,1,0
5794,305000,3,1,819,1,0,0,1
16829,699000,2,1,1197,1,0,0,1
33714,1050000,9,3,3666,1,1,0,0
102940,325900,2,1,989,1,0,0,1
24037,895000,4,3,1372,1,0,0,1
78136,313000,2,1,825,1,0,0,1
66426,529900,3,1,1232,1,0,0,1
84466,338935,2,1,910,1,0,0,1
15338,495000,3,2,1656,1,0,1,0
23923,415000,4,1,1377,1,0,0,1
22636,819000,1,1,820,1,0,0,1
10685,650000,4,2,1539,1,0,1,0
79218,450000,3,1,1096,1,0,0,1
18016,779000,4,2,2016,1,0,1,0
17714,2500000,3,3,1935,1,0,1,0
16829,559000,1,1,671,1,0,0,1
16829,399000,2,1,1245,1,0,0,1
16829,474900,1,1,1060,1,0,0,1
22716,399000,2,1,740,1,0,0,1
99869,475000,2,3,1395,1,0,0,1
84533,790000,4,3,2800,1,0,1,0
102339,299900,1,1,725,1,0,0,1
34130,695500,4,2,2100,1,0,1,0
16829,975000,6,3,3008,1,1,0,0
80052,349000,2,2,837,1,0,0,1
69715,1495000,6,5,5602,1,1,0,0
48980,375000,2,2,940,1,0,0,1
16829,1024999,6,4,2760,1,0,1,0
22716,299000,1,1,775,1,0,0,1
22716,520000,2,2,1684,1,0,1,0
16829,699000,5,2,1816,1,0,1,0
16829,315000,2,1,698,1,0,0,1
95032,669000,2,3,1650,1,0,1,0
33714,775000,3,3,2420,1,0,1,0
84533,579000,2,2,1164,1,0,0,1
57777,349900,2,2,1064,1,0,0,1
95032,669000,2,3,1650,1,0,1,0
22760,515000,2,2,1300,1,0,0,1
16829,479000,3,2,1297,1,0,0,1
53141,358000,1,1,836,1,0,0,1
19604,169000,1,1,455,1,0,0,1
53016,329000,1,1,707,1,0,0,1
101083,324999,1,1,776,1,0,0,1
95032,699900,2,2,1892,1,0,1,0
107966,389900,2,2,1055,1,0,0,1
23887,559000,3,2,1730,1,0,1,0
27648,599000,2,2,1162,1,0,0,1
2563,579999,2,3,1516,1,0,1,0
53141,439000,2,1,733,1,0,0,1
38539,1395000,3,2,1861,1,0,1,0
17658,319900,2,2,1085,1,0,0,1
24037,314900,1,1,775,1,0,0,1
16025,700000,2,2,1807,1,0,1,0
16025,345000,2,1,813,1,0,0,1
91824,299999,2,1,1244,1,0,0,1
48536,299900,1,1,776,1,0,0,1
38539,569000,3,3,1881,1,0,1,0
15937,619916,4,2,2212,1,0,1,0
15937,369000,2,2,938,1,0,0,1
53189,799900,7,3,2513,1,0,1,0
57283,379900,1,1,508,1,0,0,1
22636,1499000,3,3,1935,1,0,1,0
100906,649900,4,3,2376,1,0,1,0
17658,385900,2,2,1200,1,0,0,1
37915,764000,2,2,1153,1,0,0,1
38539,1399000,3,2,2057,1,0,1,0
76480,614900,2,1,834,1,0,0,1
73955,675000,5,2,2116,1,0,1,0
16503,3700000,2,2,2287,1,0,1,0
81924,479000,1,1,407,1,0,0,1
5437,2400000,9,6,4146,1,1,0,0
16829,569000,3,1,1020,1,0,0,1
17655,419990,3,1,1114,1,0,0,1
2563,509999,3,1,913,1,0,0,1
16829,629000,2,1,650,1,0,0,1
64053,1545000,4,2,2355,1,0,1,0
78067,219900,1,1,588,1,0,0,1
16829,1600000,9,6,3864,1,1,0,0
12792,259900,2,2,910,1,0,0,1
38539,1325000,2,2,1028,1,0,0,1
24019,619900,3,1,1356,1,0,0,1
7865,385000,2,1,1119,1,0,0,1
22716,469000,2,1,834,1,0,0,1
22621,3777000,3,4,3082,1,1,0,0
32862,700000,5,2,2756,1,0,1,0
28946,659000,1,1,1023,1,0,0,1
38539,1099000,3,2,1843,1,0,1,0
16829,949000,3,2,1250,1,0,0,1
18575,554900,3,2,1394,1,0,0,1
12960,285000,2,1,690,1,0,0,1
53048,319900,2,2,867,1,0,0,1
9110,1950000,3,4,2492,1,0,1,0
30519,739900,4,4,2100,1,0,1,0
38539,749000,2,2,1081,1,0,0,1
17714,1449000,2,2,1272,1,0,0,1
71979,1179000,2,2,1066,1,0,0,1
73955,709000,4,2,2791,1,0,1,0
16829,1029900,2,2,1093,1,0,0,1
54161,1388000,2,2,1161,1,0,0,1
56419,535000,3,2,1549,1,0,1,0
61025,369000,4,1,1312,1,0,0,1
96184,1499000,2,2,1011,1,0,0,1
22701,779900,7,3,3441,1,1,0,0
22664,529900,4,2,1933,1,0,1,0
22643,995000,2,2,1108,1,0,0,1
35477,849999,2,2,1002,1,0,0,1
107933,959900,5,3,2490,1,0,1,0
56419,550000,3,2,1581,1,0,1,0
15937,339900,2,1,870,1,0,0,1
15876,319900,3,2,1087,1,0,0,1
59746,499000,1,1,826,1,0,0,1
10136,599900,2,1,1275,1,0,0,1
10390,474900,3,2,2028,1,0,1,0
62414,650000,7,3,2598,1,0,1,0
28946,1194000,1,2,1238,1,0,0,1
102940,519974,4,2,2005,1,0,1,0
93011,775000,2,2,1026,1,0,0,1
61409,679900,5,2,2538,1,0,1,0
17658,799900,5,2,3218,1,1,0,0
18982,480000,4,1,1136,1,0,0,1
78279,1300000,10,4,4776,1,1,0,0
15876,649900,3,2,1764,1,0,1,0
55381,769900,6,3,3669,1,1,0,0
78136,549900,3,4,2850,1,0,1,0
96184,3695000,3,4,1909,1,0,1,0
15937,579000,4,3,2164,1,0,1,0
14826,749000,6,3,2951,1,0,1,0
55379,649900,4,3,2300,1,0,1,0
96184,1314000,1,2,746,1,0,0,1
16829,799900,4,3,3400,1,1,0,0
59868,1050995,3,4,3364,1,1,0,0
106887,329000,2,1,787,1,0,0,1
12792,479900,4,1,1176,1,0,0,1
15937,589000,3,2,1839,1,0,1,0
15338,399900,3,2,1544,1,0,1,0
53189,515000,3,2,902,1,0,0,1
22621,899000,3,3,1514,1,0,1,0
78136,499000,3,1,1102,1,0,0,1
42948,539000,3,2,1647,1,0,1,0
21351,639900,3,3,1800,1,0,1,0
103427,749900,9,3,3987,1,1,0,0
96118,349000,2,2,1238,1,0,0,1
15876,699900,3,2,1614,1,0,1,0
16829,775000,3,2,1752,1,0,1,0
19667,619000,3,2,1335,1,0,0,1
16829,471029,1,1,1038,1,0,0,1
66426,650000,4,2,1503,1,0,1,0
16829,1850000,3,4,2614,1,0,1,0
20997,589000,3,2,1380,1,0,0,1
29048,1198000,2,2,1075,1,0,0,1
102940,499974,2,2,1391,1,0,0,1
78136,369000,2,2,1293,1,0,0,1
10619,385000,2,2,826,1,0,0,1
57226,525000,3,2,1445,1,0,0,1
102928,709000,1,1,682,1,0,0,1
17655,549900,7,3,2500,1,0,1,0
22611,399900,3,1,1057,1,0,0,1
63954,739000,3,2,2091,1,0,1,0
22611,580000,3,2,1559,1,0,1,0
20997,400000,3,2,1224,1,0,0,1
73955,349000,3,1,1161,1,0,0,1
20701,439900,3,2,1200,1,0,0,1
81628,899900,4,3,2175,1,0,1,0
41989,729900,4,2,1624,1,0,1,0
53189,375000,3,1,1197,1,0,0,1
59868,719995,4,2,2308,1,0,1,0
53120,1895000,2,2,1140,1,0,0,1
93798,850000,2,1,1084,1,0,0,1
102057,549000,4,2,1733,1,0,1,0
22629,695000,1,1,695,1,0,0,1
30973,329000,2,2,1056,1,0,0,1
78279,1399900,3,3,2640,1,0,1,0
28772,599000,2,1,720,1,0,0,1
16503,799000,1,1,967,1,0,0,1
22636,1199000,2,3,1831,1,0,1,0
38539,799000,2,1,1014,1,0,0,1
21351,200000,1,1,490,1,0,0,1
10732,849999,3,3,1415,1,0,0,1
16829,1200000,3,2,1609,1,0,1,0
53141,648900,4,2,1344,1,0,0,1
16829,738000,1,1,776,1,0,0,1
12966,550000,3,1,630,1,0,0,1
15937,699900,5,2,2796,1,0,1,0
96184,1175000,1,1,683,1,0,0,1
78136,325000,2,2,1073,1,0,0,1
22619,470000,2,1,1608,1,0,1,0
5437,359900,2,2,1032,1,0,0,1
19604,699900,3,2,1280,1,0,0,1
17658,649900,3,2,1594,1,0,1,0
38539,699000,2,1,792,1,0,0,1
50105,970000,8,3,3318,1,1,0,0
78535,529900,3,3,1575,1,0,1,0
107977,3700000,4,4,3376,1,1,0,0
53189,800000,3,2,2680,1,0,1,0
84291,845000,4,2,2032,1,0,1,0
56717,1375000,4,5,4523,1,1,0,0
15937,779987,6,2,2258,1,0,1,0
10619,599000,3,2,1650,1,0,1,0
19604,1295000,7,3,2837,1,0,1,0
84533,750000,5,2,2092,1,0,1,0
12946,2849000,4,4,3284,1,1,0,0
100906,429900,3,2,1760,1,0,1,0
15937,459000,3,2,1894,1,0,1,0
10904,399999,2,2,1424,1,0,0,1
53189,350000,2,2,1216,1,0,0,1
22621,649000,2,2,1195,1,0,0,1
30973,549000,3,3,2403,1,0,1,0
15338,419900,4,2,1483,1,0,0,1
10619,469000,2,2,1212,1,0,0,1
9110,779000,2,3,2210,1,0,1,0
17658,379000,2,1,1032,1,0,0,1
19667,279000,2,1,821,1,0,0,1
16829,1059000,2,1,1024,1,0,0,1
22760,639000,2,1,751,1,0,0,1
38539,379000,2,2,1119,1,0,0,1
50913,549000,1,1,718,1,0,0,1
15513,679000,2,2,810,1,0,0,1
29282,899000,5,3,3125,1,1,0,0
16829,2995000,2,3,1851,1,0,1,0
20842,449900,2,1,1210,1,0,0,1
2329,899000,3,2,3210,1,1,0,0
84533,925000,9,3,4022,1,1,0,0
16829,1150000,2,2,1641,1,0,1,0
78929,369900,3,2,1474,1,0,0,1
21437,729000,2,1,830,1,0,0,1
6290,599900,3,3,2114,1,0,1,0
56419,479900,3,1,1414,1,0,0,1
71922,439900,3,2,1418,1,0,0,1
14933,429900,3,2,1286,1,0,0,1
22783,3500000,2,3,2350,1,0,1,0
99477,599999,4,3,2143,1,0,1,0
18016,849000,3,2,1789,1,0,1,0
56419,750000,4,2,1640,1,0,1,0
17658,699999,2,1,805,1,0,0,1
62151,429900,3,1,1066,1,0,0,1
5520,2995000,2,3,1733,1,0,1,0
103529,999900,11,3,3849,1,1,0,0
40382,1500000,2,1,1037,1,0,0,1
46132,625000,1,1,826,1,0,0,1
48246,290000,1,1,741,1,0,0,1
13490,950000,2,1,1000,1,0,0,1
31660,624000,3,2,1051,1,0,0,1
56419,609000,3,2,2762,1,0,1,0
16829,369900,2,2,979,1,0,0,1
100906,379900,2,2,953,1,0,0,1
28946,594000,4,2,2269,1,0,1,0
16232,334900,3,1,1187,1,0,0,1
107929,589900,3,2,1771,1,0,1,0
101898,450000,3,1,1056,1,0,0,1
81925,1345000,10,4,4281,1,1,0,0
22621,575000,1,1,566,1,0,0,1
15937,399888,3,3,1120,1,0,0,1
34130,549900,3,2,1152,1,0,0,1
3163,469900,1,1,439,1,0,0,1
17655,370000,3,1,1255,1,0,0,1
22611,589000,4,2,2098,1,0,1,0
22621,1245000,2,2,1021,1,0,0,1
57775,439757,3,3,1199,1,0,0,1
14482,505000,1,1,687,1,0,0,1
100946,929000,3,3,1848,1,0,1,0
15937,969900,4,4,2500,1,0,1,0
56417,1150000,8,3,3906,1,1,0,0
16829,345000,1,1,676,1,0,0,1
16829,1225000,5,3,1800,1,0,1,0
38539,3200000,5,7,7066,1,1,0,0
44805,789000,3,3,3107,1,1,0,0
107925,575000,3,2,1750,1,0,1,0
23592,689000,4,3,2990,1,0,1,0
10685,900000,8,3,2480,1,0,1,0
10685,900000,7,3,3582,1,1,0,0
81008,590000,5,2,2260,1,0,1,0
86408,799000,5,4,3276,1,1,0,0
69277,629000,4,3,1925,1,0,1,0
10685,549000,3,3,2000,1,0,1,0
28946,3999000,2,3,2200,1,0,1,0
78279,1169000,3,3,2800,1,0,1,0
22786,2995000,5,5,5476,1,1,0,0
38539,949000,2,2,1363,1,0,0,1
107925,699000,4,3,2467,1,0,1,0
53141,834000,4,2,2229,1,0,1,0
84533,749000,5,3,2635,1,0,1,0
78279,525000,2,4,1733,1,0,1,0
78929,939000,4,5,4679,1,1,0,0
51956,550000,2,1,732,1,0,0,1
73955,549000,4,2,2190,1,0,1,0
76491,799999,8,3,3257,1,1,0,0
100906,280000,1,1,733,1,0,0,1
16829,499000,1,2,664,1,0,0,1
32659,549000,3,2,2006,1,0,1,0
20102,435000,1,1,597,1,0,0,1
10732,799000,4,2,1700,1,0,1,0
110138,895000,4,3,2488,1,0,1,0
73325,1500000,9,3,4242,1,1,0,0
78136,849000,6,4,3390,1,1,0,0
41989,499900,1,2,1168,1,0,0,1
84533,749000,2,1,1156,1,0,0,1
10732,865500,4,2,2276,1,0,1,0
53119,559900,3,1,1102,1,0,0,1
20640,989000,3,3,3090,1,1,0,0
29859,489900,3,1,1428,1,0,0,1
24035,500000,3,3,2278,1,0,1,0
101811,699900,6,3,2546,1,0,1,0
30190,399900,3,1,910,1,0,0,1
12395,460000,3,2,988,1,0,0,1
14482,520000,1,1,687,1,0,0,1
101637,609723,7,3,3019,1,1,0,0
21880,300000,2,1,840,1,0,0,1
31660,749000,2,2,1100,1,0,0,1
31660,750000,3,2,1030,1,0,0,1
17658,659000,3,2,1069,1,0,0,1
16829,559000,1,1,768,1,0,0,1
57283,409900,3,1,1377,1,0,0,1
47435,1200000,4,3,2466,1,0,1,0
32314,545000,2,2,1589,1,0,1,0
90220,699000,5,2,2094,1,0,1,0
20656,649900,4,2,1355,1,0,0,1
93011,979999,2,3,1701,1,0,1,0
78067,369000,1,1,864,1,0,0,1
10732,449900,3,1,1451,1,0,0,1
53016,479900,5,1,1888,1,0,1,0
41989,2199000,6,4,5127,1,1,0,0
81628,1049900,3,3,2502,1,0,1,0
10732,875000,4,3,2321,1,0,1,0
16829,1099900,4,2,2117,1,0,1,0
62383,898900,4,2,2318,1,0,1,0
95032,619900,4,1,1200,1,0,0,1
102940,699988,5,3,1968,1,0,1,0
16829,1345000,2,3,1645,1,0,1,0
57226,999900,9,3,4062,1,1,0,0
84533,799000,2,1,1115,1,0,0,1
22621,3995000,4,4,3612,1,1,0,0
22701,429900,4,2,1690,1,0,1,0
9391,285000,2,1,785,1,0,0,1
70823,890000,6,3,3000,1,1,0,0
22636,524900,2,2,2133,1,0,1,0
53016,1000000,12,3,4098,1,1,0,0
4353,799000,2,2,2500,1,0,1,0
78508,468000,2,1,626,1,0,0,1
81604,539900,2,2,1704,1,0,1,0
16829,650000,4,2,1950,1,0,1,0
16829,715000,3,1,1598,1,0,1,0
10390,649000,3,2,1699,1,0,1,0
22727,1599999,5,3,3875,1,1,0,0
68560,449000,3,1,1265,1,0,0,1
96185,2204400,2,2,1365,1,0,0,1
17714,2500000,3,3,2125,1,0,1,0
38539,679000,2,2,1175,1,0,0,1
96185,2801000,3,3,1637,1,0,1,0
16829,650000,9,3,4237,1,1,0,0
15937,699900,4,3,2043,1,0,1,0
96185,929200,1,1,727,1,0,0,1
17658,390000,2,2,1057,1,0,0,1
61781,400000,3,1,1114,1,0,0,1
23923,1095000,8,4,3432,1,1,0,0
53141,410000,2,1,872,1,0,0,1
53043,765000,8,3,2733,1,0,1,0
96185,2160000,2,3,1210,1,0,0,1
23427,389008,2,2,1062,1,0,0,1
15937,599900,5,2,2222,1,0,1,0
79218,680000,3,2,1848,1,0,1,0
16829,799000,2,2,1128,1,0,0,1
17658,569900,4,2,1512,1,0,1,0
31660,849000,2,2,1170,1,0,0,1
22621,849000,2,3,1132,1,0,0,1
38539,569000,1,1,645,1,0,0,1
22760,569000,1,1,813,1,0,0,1
13629,699999,4,2,1951,1,0,1,0
78136,349900,3,1,1053,1,0,0,1
53016,1195000,3,3,2057,1,0,1,0
10792,2600000,10,5,4000,1,1,0,0
34130,610000,3,1,1218,1,0,0,1
10619,949000,9,4,4914,1,1,0,0
22252,649000,6,4,2124,1,0,1,0
16829,525000,1,1,702,1,0,0,1
105309,949900,7,2,2811,1,0,1,0
29100,599900,3,2,1216,1,0,0,1
57226,674999,2,1,746,1,0,0,1
108000,459000,2,3,2430,1,0,1,0
53189,419900,3,2,1232,1,0,0,1
15937,317900,2,2,912,1,0,0,1
38539,1388000,3,4,1787,1,0,1,0
32314,799500,2,2,1285,1,0,0,1
31660,995000,2,2,1250,1,0,0,1
45444,3500000,15,11,7308,1,1,0,0
15937,699828,5,3,2087,1,0,1,0
1283,749999,6,3,3753,1,1,0,0
7804,549900,4,2,1752,1,0,1,0
13801,1199000,9,3,3722,1,1,0,0
22727,1199000,4,2,2347,1,0,1,0
84533,499999,2,2,1100,1,0,0,1
28772,1399000,4,3,2001,1,0,1,0
53016,790000,6,3,2891,1,0,1,0
53189,875000,5,2,2244,1,0,1,0
9140,698900,3,2,1600,1,0,1,0
12921,599000,5,3,2746,1,0,1,0
107966,599000,2,2,1000,1,0,0,1
55380,439000,3,3,1454,1,0,0,1
38539,550000,1,1,715,1,0,0,1
17658,749900,3,4,1510,1,0,1,0
12956,549000,1,1,605,1,0,0,1
101637,469000,5,1,1932,1,0,1,0
50913,999000,3,3,1608,1,0,1,0
22621,879000,2,2,1092,1,0,0,1
59868,499000,4,2,1794,1,0,1,0
38539,1050000,2,2,1312,1,0,0,1
12307,649000,4,2,1211,1,0,0,1
78136,299900,4,2,1881,1,0,1,0
16829,495000,3,1,2196,1,0,1,0
20997,539000,4,2,1772,1,0,1,0
76769,500000,6,2,2310,1,0,1,0
53391,549000,1,1,520,1,0,0,1
22783,639000,1,1,863,1,0,0,1
36048,490000,2,1,1000,1,0,0,1
31660,799000,2,2,1150,1,0,0,1
53189,699000,3,3,1689,1,0,1,0
32414,437500,1,1,497,1,0,0,1
61878,581000,2,2,1353,1,0,0,1
100307,898000,6,4,4025,1,1,0,0
31660,1099000,3,2,1400,1,0,0,1
31660,600000,2,2,820,1,0,0,1
53141,1659000,10,4,3300,1,1,0,0
89024,549000,3,2,2454,1,0,1,0
53016,435000,3,1,1506,1,0,1,0
53189,429000,2,3,1584,1,0,1,0
30190,474900,2,1,827,1,0,0,1
22673,549000,3,2,1528,1,0,1,0
28946,779000,1,1,885,1,0,0,1
12395,569900,2,1,1176,1,0,0,1
51967,645000,6,3,2765,1,0,1,0
72306,599999,5,1,1608,1,0,1,0
63967,540000,3,2,1519,1,0,1,0
16829,375000,1,1,435,1,0,0,1
16503,1450000,1,2,1535,1,0,1,0
53141,549900,3,2,1872,1,0,1,0
95032,728000,2,2,1084,1,0,0,1
14933,499900,2,2,1144,1,0,0,1
30363,459900,2,2,1284,1,0,0,1
91196,780000,6,3,2178,1,0,1,0
63753,429900,3,1,1500,1,0,1,0
52218,449000,2,1,1022,1,0,0,1
81008,599000,4,3,1578,1,0,1,0
22760,869000,2,3,1767,1,0,1,0
24529,779000,4,3,2413,1,0,1,0
22621,1895000,3,4,2522,1,0,1,0
10111,609900,4,2,1612,1,0,1,0
31660,879000,2,2,993,1,0,0,1
17617,4850000,8,10,5500,1,1,0,0
19604,599900,3,2,1792,1,0,1,0
105309,549900,4,2,1632,1,0,1,0
53120,1099000,3,2,1579,1,0,1,0
19379,549900,2,1,935,1,0,0,1
15876,449900,2,2,903,1,0,0,1
26491,629900,5,3,2448,1,0,1,0
102135,369000,1,1,900,1,0,0,1
96184,1665000,2,2,1062,1,0,0,1
56419,450000,3,1,1000,1,0,0,1
22621,599000,3,2,1035,1,0,0,1
57226,499900,3,1,1566,1,0,1,0
78463,1300000,5,3,1792,1,0,1,0
69652,499900,3,2,1463,1,0,0,1
15937,729900,6,2,2196,1,0,1,0
15338,465000,2,2,1213,1,0,0,1
22643,689000,2,1,1413,1,0,0,1
53016,899900,3,2,1448,1,0,0,1
25684,799900,4,3,1816,1,0,1,0
20933,549900,1,1,835,1,0,0,1
78136,589000,6,2,2772,1,0,1,0
43808,3350000,5,6,6000,1,1,0,0
15308,1199000,5,2,2364,1,0,1,0
84533,675000,1,1,619,1,0,0,1
15937,819900,5,2,2644,1,0,1,0
69634,849000,6,3,2934,1,0,1,0
16829,599000,2,2,1083,1,0,0,1
33714,699900,4,3,2052,1,0,1,0
83271,925000,9,4,3301,1,1,0,0
82525,1000000,6,3,2720,1,0,1,0
68918,479900,3,3,1254,1,0,0,1
22701,550000,3,2,2000,1,0,1,0
28946,599000,4,2,1469,1,0,0,1
15937,424900,2,2,1775,1,0,1,0
78136,300000,3,2,1372,1,0,0,1
22621,715000,2,2,1224,1,0,0,1
107960,549000,4,1,1224,1,0,0,1
96184,1295000,1,1,693,1,0,0,1
78136,429900,2,2,1440,1,0,0,1
32897,1200000,6,4,2907,1,0,1,0
69078,1299000,6,2,2392,1,0,1,0
22760,799000,3,2,1614,1,0,1,0
56419,510000,3,3,2000,1,0,1,0
12962,499900,3,2,1134,1,0,0,1
10619,539000,2,3,1208,1,0,0,1
57226,599000,4,2,1724,1,0,1,0
17655,769000,5,2,3053,1,1,0,0
36460,999900,10,6,4422,1,1,0,0
53189,579000,6,2,2925,1,0,1,0
40096,265000,1,1,706,1,0,0,1
15876,534900,3,2,1232,1,0,0,1
16829,450000,2,1,1654,1,0,1,0
92338,599900,4,1,1456,1,0,0,1
20102,424900,1,1,436,1,0,0,1
2563,389000,3,1,1300,1,0,0,1
3040,299000,2,1,968,1,0,0,1
16829,849000,3,2,1673,1,0,1,0
10619,479999,2,1,855,1,0,0,1
28703,739000,4,3,2414,1,0,1,0
56419,574900,4,3,1925,1,0,1,0
79405,1599900,4,4,2928,1,0,1,0
54133,405000,2,2,1057,1,0,0,1
61025,1199999,8,4,4328,1,1,0,0
10390,1210000,6,2,2624,1,0,1,0
79067,729000,1,2,1085,1,0,0,1
57226,739900,3,3,1395,1,0,0,1
37008,999000,3,2,1644,1,0,1,0
16829,1049000,1,2,1156,1,0,0,1
17658,984000,5,4,2959,1,0,1,0
56419,449900,1,1,966,1,0,0,1
73482,1375000,3,3,1697,1,0,1,0
22621,799000,1,2,1011,1,0,0,1
78136,319900,1,1,656,1,0,0,1
30363,529495,2,2,837,1,0,0,1
102640,929540,8,3,2985,1,0,1,0
10732,625000,3,2,1737,1,0,1,0
48246,649000,4,2,1794,1,0,1,0
22611,680000,5,2,1800,1,0,1,0
61025,549900,3,2,1504,1,0,1,0
32862,439000,2,1,724,1,0,0,1
16829,374900,3,2,927,1,0,0,1
22611,500000,3,1,1444,1,0,0,1
107936,849000,3,3,2500,1,0,1,0
38156,819900,3,3,2400,1,0,1,0
15937,699000,4,2,1601,1,0,1,0
19604,629900,3,3,1874,1,0,1,0
28389,999000,4,4,3100,1,1,0,0
85160,1259000,4,2,2321,1,0,1,0
17655,439900,3,1,1409,1,0,0,1
53120,399950,5,3,1872,1,0,1,0
57226,740000,3,2,1928,1,0,1,0
16829,749995,3,1,1235,1,0,0,1
16829,429900,2,2,1504,1,0,1,0
32318,449000,4,2,1214,1,0,0,1
84533,799000,2,1,1142,1,0,0,1
